	0.001	0.025	0.050	0.075	0.100	0.125	0.150	0.175	0.200	0.225	0.250	0.275	0.300	0.325	0.350	0.375	0.400	0.425	0.450	0.475	0.500	0.525	0.550	0.575	0.600	0.625	0.650	0.675	0.700	0.725	0.750	0.775	0.800	0.825	0.850	0.875	0.900	0.925	0.950	0.975	1.000	1.025	1.050	1.075	1.100	1.125	1.150	1.175	1.200	1.225	1.250	1.275	1.300	1.325	1.350	1.375	1.400	1.425	1.450	1.475	1.500	1.525	1.550	1.575	1.600	1.625	1.650	1.675	1.700	1.725	1.750	1.775	1.800	1.825	1.850	1.875	1.900	1.925	1.950	1.975	2.000	2.025	2.050	2.075	2.100	2.125	2.150	2.175	2.200	2.225	2.250	2.275	2.300	2.325	2.350	2.375	2.400	2.425	2.450	2.475	2.500	2.525	2.550	2.575	2.600	2.625	2.650	2.675	2.700	2.725	2.750	2.775	2.800	2.825	2.850	2.875	2.900	2.925	2.950	2.975	3.000	3.025	3.050	3.075	3.100	3.125	3.150	3.175	3.200	3.225	3.250	3.275	3.300	3.325	3.350	3.375	3.400	3.425	3.450	3.475	3.500	3.525	3.550	3.575	3.600	3.625	3.650	3.675	3.700	3.725	3.750	3.775	3.800	3.825	3.850	3.875	3.900	3.925	3.950	3.975	4.000	4.025	4.050	4.075	4.100	4.125	4.150	4.175	4.200	4.225	4.250	4.275	4.300	4.325	4.350	4.375	4.400	4.425	4.450	4.475	4.500	4.525	4.550	4.575	4.600	4.625	4.650	4.675	4.700	4.725	4.750	4.775	4.800	4.825	4.850	4.875	4.900	4.925	4.950	4.975	5.000
  1.23984076E-03   66.457954       62.102886       58.091549       54.395481       50.988567       47.844498       44.931427       42.203648       39.656536       37.299576       35.115269       33.086510       31.202833       29.451675       27.817419       26.291828       24.861992       23.512239       22.251274       21.074589       19.975801       18.948778       17.986185       17.079973       16.227133       15.422836       14.664585       13.951791       13.280728       12.646634       12.049164       11.484888       10.949322       10.442180       9.9618969       9.5090055       9.0810900       8.6741362       8.2865191       7.9191799       7.5710163       7.2414751       6.9274259       6.6296892       6.3469782       6.0770369       5.8206148       5.5771065       5.3454223       5.1250849       4.9154105       4.7159915       4.5262780       4.3458848       4.1740513       4.0104122       3.8546054       3.7055113       3.5632789       3.4273870       3.2975931       3.1737006       3.0552239       2.9420166       2.8338375       2.7303796       2.6314383       2.5363302       2.4451132       2.3577516       2.2741702       2.1941540       2.1174924       2.0439448       1.9732852       1.9053822       1.8401753       1.7773795       1.7171168       1.6590979       1.6033455       1.5498221       1.4982862       1.4484880       1.4005740       1.3545156       1.3102492       1.2676815       1.2266477       1.1869329       1.1486478       1.1117440       1.0761971       1.0419070       1.0088722      0.97698349      0.94629186      0.91663182      0.88797158      0.86026889      0.83347344      0.80763674      0.78265935      0.75855112      0.73525161      0.71271867      0.69096053      0.66995847      0.64953136      0.62978029      0.61072373      0.59232771      0.57453936      0.55734760      0.54075587      0.52466029      0.50908464      0.49398163      0.47934464      0.46514335      0.45139948      0.43809056      0.42518806      0.41270316      0.40061387      0.38890907      0.37754619      0.36651775      0.35579741      0.34540993      0.33534345      0.32555851      0.31607711      0.30686682      0.29791605      0.28923720      0.28079849      0.27259254      0.26464209      0.25692466      0.24942678      0.24215305      0.23507750      0.22819290      0.22149363      0.21498679      0.20868348      0.20256430      0.19660468      0.19081834      0.18519698      0.17974971      0.17443797      0.16928059      0.16425857      0.15935297      0.15457997      0.14995602      0.14546111      0.14108731      0.13684760      0.13271749      0.12868829      0.12477252      0.12096062      0.11724766      0.11362585      0.11010092      0.10667258      0.10333511      0.10008755      9.69294831E-02  9.38579813E-02  9.08663571E-02  8.79518315E-02  8.51190910E-02  8.23591575E-02  7.96826631E-02  7.70603195E-02  7.45018572E-02  7.20170289E-02  6.96017146E-02  6.72467127E-02  6.49510026E-02  6.27174079E-02  6.05352260E-02  5.84108867E-02  5.63446991E-02  5.43265380E-02  5.23689389E-02  5.04612625E-02  4.86036502E-02  4.67967875E-02  4.50387076E-02  4.33222614E-02  4.16401327E-02  4.00067084E-02  3.84183712E-02  3.68722789E-02  3.53648700E-02  3.38990949E-02
  1.29827263E-03   71.807564       67.201317       62.950172       59.025799       55.401825       52.051704       48.941814       46.023445       43.293015       40.762783       38.414661       36.230824       34.200451       32.310673       30.544794       28.894230       27.345078       25.880516       24.510883       23.231537       22.035818       20.917185       19.867769       18.878775       17.947166       17.067696       16.237862       15.457131       14.721597       14.025945       13.370048       12.750170       12.161274       11.603233       11.074422       10.575457       10.103765       9.6548176       9.2269230       8.8211689       8.4364147       8.0720682       7.7246175       7.3950615       7.0820141       6.7829409       6.4987235       6.2287059       5.9716711       5.7271414       5.4943738       5.2728791       5.0620909       4.8615980       4.6705732       4.4885821       4.3152499       4.1493130       3.9909747       3.8396442       3.6950660       3.5570171       3.4249642       3.2987483       3.1781116       3.0626969       2.9522967       2.8461514       2.7443099       2.6467493       2.5533886       2.4639835       2.3783176       2.2961011       2.2171042       2.1411636       2.0682216       1.9979618       1.9305233       1.8655802       1.8031585       1.7432272       1.6855006       1.6297125       1.5760252       1.5244079       1.4747853       1.4270618       1.3810524       1.3365029       1.2935580       1.2521524       1.2122638       1.1737750       1.1366928       1.1008908       1.0664272       1.0331162       1.0009239      0.96979946      0.93969351      0.91065514      0.88258380      0.85548210      0.82928908      0.80395186      0.77948374      0.75586075      0.73288369      0.71066362      0.68922162      0.66851902      0.64850169      0.62915277      0.61047369      0.59235501      0.57481635      0.55780989      0.54132491      0.52532947      0.50984704      0.49485290      0.48031610      0.46624675      0.45262331      0.43943125      0.42662272      0.41419029      0.40210468      0.39039314      0.37904108      0.36800611      0.35731244      0.34692302      0.33682647      0.32703486      0.31751329      0.30825338      0.29928157      0.29057151      0.28210905      0.27389878      0.26591083      0.25813797      0.25057471      0.24322662      0.23610881      0.22919804      0.22246657      0.21593091      0.20958149      0.20342775      0.19742624      0.19159888      0.18592432      0.18038100      0.17498660      0.16976063      0.16468003      0.15973607      0.15494342      0.15027444      0.14571863      0.14129148      0.13698123      0.13278221      0.12868617      0.12469993      0.12082230      0.11704689      0.11337312      0.10980069      0.10632587      0.10294092      9.96432528E-02  9.64379907E-02  9.33147296E-02  9.02858749E-02  8.73180330E-02  8.44220594E-02  8.16097781E-02  7.88758546E-02  7.62098208E-02  7.36107007E-02  7.10820481E-02  6.86113909E-02  6.62061125E-02  6.38663545E-02  6.15810119E-02  5.93640916E-02  5.72036691E-02  5.50996624E-02  5.30532375E-02  5.10617904E-02  4.91174720E-02  4.72119302E-02  4.53614332E-02  4.35620397E-02  4.18102778E-02  4.01022695E-02  3.84413674E-02
  1.35945901E-03   77.366371       72.514679       68.027428       63.877220       60.037399       56.481335       53.174072       50.063152       47.146351       44.439575       41.923912       39.581020       37.399967       35.367161       33.465084       31.684814       30.011669       28.427252       26.943811       25.556885       24.259295       23.044279       21.903316       20.826916       19.811937       18.852758       17.946833       17.093893       16.289629       15.528302       14.810002       14.130544       13.484538       12.871882       12.290878       11.742378       11.223492       10.729314       10.257908       9.8106499       9.3863144       8.9842758       8.6006203       8.2365847       7.8905988       7.5598445       7.2453961       6.9465132       6.6618972       6.3910050       6.1330271       5.8874602       5.6536741       5.4312291       5.2192140       5.0171499       4.8246412       4.6402774       4.4642968       4.2960377       4.1352410       3.9816697       3.8347065       3.6942060       3.5598769       3.4313331       3.3083384       3.1900327       3.0765016       2.9677081       2.8635790       2.7638350       2.6682272       2.5764639       2.4882610       2.4034498       2.3219728       2.2434697       2.1680989       2.0955021       2.0257099       1.9586825       1.8941145       1.8316909       1.7716086       1.7138357       1.6582837       1.6048442       1.5533162       1.5034162       1.4552948       1.4088932       1.3641869       1.3210398       1.2794638       1.2393134       1.2006601       1.1632904       1.1271716       1.0922450       1.0584542       1.0258595      0.99434513      0.96391308      0.93449450      0.90603751      0.87854928      0.85201102      0.82619178      0.80121839      0.77712011      0.75384843      0.73134112      0.70958608      0.68858242      0.66820419      0.64847749      0.62934554      0.61079890      0.59280133      0.57537770      0.55850112      0.54213804      0.52630055      0.51096225      0.49610797      0.48168498      0.46768335      0.45407027      0.44087669      0.42808810      0.41565493      0.40360457      0.39189711      0.38051799      0.36948103      0.35874766      0.34830850      0.33819237      0.32837120      0.31882751      0.30956796      0.30055857      0.29179120      0.28325775      0.27496848      0.26693699      0.25913924      0.25154334      0.24416767      0.23700045      0.23005423      0.22327997      0.21670114      0.21029446      0.20403504      0.19794436      0.19204244      0.18630482      0.18072076      0.17530699      0.17003296      0.16488610      0.15988435      0.15501438      0.15026949      0.14564106      0.14113612      0.13675372      0.13248658      0.12833413      0.12429573      0.12036748      0.11654048      0.11281188      0.10918781      0.10565592      0.10223087      9.88743901E-02  9.55993459E-02  9.24182758E-02  8.93257856E-02  8.63101482E-02  8.33700374E-02  8.05091411E-02  7.77138025E-02  7.49923810E-02  7.23447353E-02  6.97586238E-02  6.72499612E-02  6.48048967E-02  6.24236427E-02  6.01072498E-02  5.78533001E-02  5.56522720E-02  5.34950905E-02  5.14002405E-02  4.93629202E-02  4.73795533E-02  4.54456322E-02  4.35648113E-02
  1.42352819E-03   83.109566       78.021072       73.304863       68.933739       64.881935       61.122482       57.619068       54.315269       51.210968       48.325775       45.640347       43.135635       40.800663       38.621506       36.579533       34.665764       32.864426       31.155592       29.553907       28.054796       26.650913       25.335052       24.098101       22.929848       21.827047       20.783764       19.797436       18.867998       17.990906       17.159824       16.375057       15.632240       14.925233       14.254207       13.617327       13.015746       12.446288       11.903509       11.385313       10.893359       10.426313       9.9836206       9.5608788       9.1595268       8.7779036       8.4128647       8.0656452       7.7354560       7.4208941       7.1213441       6.8359642       6.5642185       6.3053932       6.0590286       5.8241439       5.6001906       5.3867531       5.1822696       4.9870095       4.8002615       4.6217341       4.4511557       4.2878857       4.1317425       3.9824085       3.8394670       3.7026441       3.5710106       3.4446349       3.3235095       3.2075408       3.0964277       2.9899023       2.8876185       2.7892933       2.6947095       2.6038275       2.5162344       2.4321249       2.3510897       2.2731593       2.1983066       2.1261797       2.0564311       1.9892850       1.9247053       1.8625983       1.8028398       1.7452074       1.6893784       1.6355311       1.5836017       1.5335537       1.4852488       1.4386864       1.3937185       1.3504170       1.3085485       1.2680727       1.2289273       1.1910452       1.1545005       1.1191596       1.0850281       1.0520296       1.0201010      0.98925859      0.95947832      0.93049741      0.90246230      0.87540740      0.84927630      0.82400125      0.79956710      0.77597338      0.75307822      0.73091322      0.70941466      0.68856961      0.66833925      0.64875376      0.62977892      0.61137986      0.59356856      0.57631785      0.55960971      0.54338413      0.52762955      0.51231271      0.49746451      0.48307100      0.46907699      0.45551088      0.44233081      0.42951748      0.41709042      0.40500200      0.39324495      0.38184932      0.37078553      0.36003363      0.34959966      0.33944720      0.32956639      0.31994930      0.31060538      0.30155188      0.29276097      0.28419667      0.27587932      0.26779771      0.25996456      0.25232366      0.24490306      0.23767591      0.23061466      0.22374231      0.21708359      0.21060894      0.20430742      0.19819793      0.19224496      0.18643558      0.18078905      0.17529118      0.16993462      0.16470842      0.15962140      0.15467249      0.14985347      0.14516340      0.14060189      0.13616459      0.13184170      0.12762943      0.12353464      0.11954432      0.11567412      0.11188119      0.10817972      0.10458463      0.10108947      9.76807624E-02  9.43571553E-02  9.11230147E-02  8.79625455E-02  8.48857760E-02  8.18922520E-02  7.89679587E-02  7.61311278E-02  7.33660609E-02  7.06729442E-02  6.80531263E-02  6.55035898E-02  6.30140007E-02  6.05736561E-02  5.82037866E-02  5.58988824E-02  5.36547340E-02  5.14665395E-02  4.93383743E-02
  1.49061694E-03   89.007607       83.694344       78.758934       74.175049       69.917656       65.959778       62.263744       58.768944       55.477791       52.413979       49.558041       46.890087       44.399391       42.071701       39.887234       37.836952       35.904003       34.067074       32.343185       30.727917       29.213739       27.793028       26.456104       25.191896       23.997211       22.865738       21.794811       20.784817       19.830828       18.926052       18.070906       17.260841       16.489100       15.755927       15.059554       14.401309       13.777840       13.183027       12.614724       12.074804       11.561953       11.075516       10.610698       10.169183       9.7491331       9.3471003       8.9644613       8.6004496       8.2534590       7.9228935       7.6078310       7.3076720       7.0216761       6.7493477       6.4896040       6.2418571       6.0056648       5.7792668       5.5630102       5.3561149       5.1582456       4.9691262       4.7880440       4.6148124       4.4490891       4.2903905       4.1384706       3.9922237       3.8517923       3.7171490       3.5882015       3.4646320       3.3461225       3.2323093       3.1228504       3.0175455       2.9163201       2.8187408       2.7250097       2.6346877       2.5478046       2.4643352       2.3838782       2.3060629       2.2311261       2.1590412       2.0897007       2.0229735       1.9585965       1.8962202       1.8360523       1.7780100       1.7220635       1.6680460       1.6159765       1.5656735       1.5172328       1.4703811       1.4250795       1.3812616       1.3388469       1.2979227       1.2583433       1.2201103       1.1831402       1.1473634       1.1127967       1.0794135       1.0469261       1.0154935      0.98515171      0.95584446      0.92749357      0.90008146      0.87361085      0.84791785      0.82304192      0.79890978      0.77550912      0.75279552      0.73080093      0.70949101      0.68882370      0.66881639      0.64943510      0.63065982      0.61242664      0.59472185      0.57750237      0.56081283      0.54462951      0.52889341      0.51363796      0.49881431      0.48440200      0.47042111      0.45682213      0.44359240      0.43076947      0.41831860      0.40621600      0.39447179      0.38304183      0.37191701      0.36108866      0.35056597      0.34037051      0.33046934      0.32082206      0.31145263      0.30234787      0.29352149      0.28491217      0.27654952      0.26840529      0.26044622      0.25269935      0.24519283      0.23789310      0.23078842      0.22389935      0.21718660      0.21063529      0.20426682      0.19806565      0.19202282      0.18612735      0.18038774      0.17480417      0.16936630      0.16407363      0.15892594      0.15391794      0.14903863      0.14428389      0.13966121      0.13515651      0.13078676      0.12650426      0.12232463      0.11826492      0.11431760      0.11046758      0.10671370      0.10306045      9.94903147E-02  9.60143283E-02  9.26324204E-02  8.93282443E-02  8.61228108E-02  8.29982236E-02  7.99548700E-02  7.69940168E-02  7.41126090E-02  7.12986439E-02  6.85401633E-02  6.58610687E-02  6.32554367E-02  6.07183464E-02  5.82442507E-02  5.58380336E-02
  1.56086753E-03   95.025665       89.502892       84.361649       79.576180       75.122345       70.973648       67.090805       63.409325       59.933800       56.693329       53.667698       50.836800       48.190029       45.712814       43.384525       41.195889       39.129005       37.161045       35.311832       33.577156       31.949329       30.420389       28.979982       27.616205       26.325884       25.102272       23.942972       22.848572       21.813990       20.831629       19.902418       19.021421       18.181183       17.382254       16.622761       15.904358       15.223405       14.573240       13.951438       13.360319       12.798446       12.265211       11.755303       11.270652       10.809364       10.367524       9.9467697       9.5462990       9.1643562       8.8003311       8.4532156       8.1223516       7.8069830       7.5065622       7.2198811       6.9463682       6.6854839       6.4353166       6.1962652       5.9674830       5.7485867       5.5392885       5.3388181       5.1469760       4.9633842       4.7875342       4.6191263       4.4569511       4.3011637       4.1517553       4.0086203       3.8714185       3.7398036       3.6133575       3.4917154       3.3746612       3.2621043       3.1535680       3.0492923       2.9487720       2.8520572       2.7591174       2.6695135       2.5828197       2.4993203       2.4189794       2.3416762       2.2672691       2.1954722       2.1258857       2.0587468       1.9939624       1.9315050       1.8711950       1.8130388       1.7568502       1.7027303       1.6503770       1.5997425       1.5507584       1.5033352       1.4575688       1.4132949       1.3705254       1.3291566       1.2891188       1.2504282       1.2130587       1.1766821       1.1414815       1.1074982       1.0746691       1.0429084       1.0121942      0.98253000      0.95373315      0.92584836      0.89879173      0.87255353      0.84707952      0.82240963      0.79850554      0.77531844      0.75286824      0.73111874      0.71004665      0.68957889      0.66970259      0.65036911      0.63162720      0.61345226      0.59577739      0.57864100      0.56198645      0.54579318      0.53008288      0.51479936      0.49992844      0.48551431      0.47151527      0.45790881      0.44470182      0.43184826      0.41933578      0.40715504      0.39531857      0.38384682      0.37270552      0.36185026      0.35130617      0.34105843      0.33112419      0.32143271      0.31201839      0.30284756      0.29388621      0.28516218      0.27670747      0.26848635      0.26048341      0.25272265      0.24515972      0.23777822      0.23060250      0.22361413      0.21680444      0.21015897      0.20368966      0.19739547      0.19126469      0.18529765      0.17949353      0.17384622      0.16834366      0.16298145      0.15776768      0.15268636      0.14775731      0.14292587      0.13821052      0.13362974      0.12917569      0.12483144      0.12059462      0.11647192      0.11244214      0.10851852      0.10470055      0.10097066      9.73515287E-02  9.38235745E-02  9.03872401E-02  8.70437920E-02  8.37897807E-02  8.06116536E-02  7.74962679E-02  7.44701251E-02  7.15268031E-02  6.86608255E-02  6.58656284E-02  6.31470457E-02
  1.63442886E-03   101.12444       95.411118       90.080116       85.107323       80.469276       76.139984       72.079369       68.217560       64.562439       61.148933       57.956615       54.964741       52.163040       49.537045       47.064892       44.737232       42.535427       40.434395       38.457661       36.601269       34.857166       33.217293       31.670519       30.204027       28.814901       27.495913       26.244730       25.062477       23.943789       22.880381       21.873589       20.918125       20.005894       19.137625       18.311501       17.529562       16.787851       16.078920       15.400330       14.754721       14.140632       13.557548       12.999507       12.468816       11.963360       11.478888       11.017324       10.577722       10.158247       9.7582254       9.3766108       9.0127010       8.6656828       8.3349724       8.0192509       7.7178779       7.4303432       7.1544633       6.8907404       6.6382399       6.3965511       6.1653943       5.9438958       5.7318530       5.5288682       5.3343530       5.1480160       4.9685097       4.7960100       4.6305108       4.4719210       4.3198528       4.1739368       4.0337024       3.8987656       3.7688603       3.6439233       3.5233984       3.4075787       3.2958989       3.1884151       3.0851071       2.9854705       2.8890488       2.7961526       2.7067485       2.6207094       2.5378680       2.4579148       2.3803995       2.3055947       2.2333980       2.1637805       2.0965400       2.0316882       1.9690151       1.9086360       1.8502178       1.7937042       1.7390215       1.6860670       1.6349602       1.5855069       1.5377234       1.4914995       1.4467524       1.4035050       1.3617297       1.3210528       1.2816839       1.2436726       1.2069489       1.1714098       1.1370410       1.1038393       1.0716058       1.0403843       1.0100904      0.98070425      0.95217103      0.92453593      0.89775515      0.87177211      0.84661090      0.82223356      0.79861075      0.77566326      0.75337440      0.73169291      0.71067137      0.69028413      0.67045373      0.65122664      0.63253701      0.61436290      0.59672862      0.57957125      0.56287509      0.54668981      0.53096998      0.51568693      0.50085258      0.48641285      0.47235417      0.45866764      0.44536588      0.43247411      0.41995135      0.40774912      0.39589494      0.38437399      0.37320307      0.36230388      0.35171604      0.34140199      0.33132023      0.32150578      0.31199440      0.30274349      0.29373780      0.28500414      0.27649215      0.26818347      0.26010588      0.25223836      0.24457094      0.23708817      0.22980304      0.22271414      0.21580979      0.20908850      0.20255028      0.19618832      0.18998879      0.18394662      0.17807178      0.17234556      0.16679031      0.16134520      0.15603003      0.15086628      0.14584477      0.14094673      0.13616982      0.13152073      0.12697642      0.12255128      0.11824531      0.11403817      0.10995572      0.10597612      0.10209917      9.83268097E-02  9.46552679E-02  9.10691097E-02  8.75534192E-02  8.41381624E-02  8.08161050E-02  7.75813237E-02  7.44262338E-02  7.13572204E-02
  1.71145704E-03   107.25992       101.37813       95.877167       90.734161       85.927101       81.430679       77.203186       73.170174       69.342743       65.762146       62.407951       59.259113       56.305676       53.533047       50.918526       48.452911       46.116062       43.881454       41.776001       39.796417       37.934456       36.181767       34.526546       32.955116       31.464502       30.047277       28.701326       27.428247       26.222321       25.074644       23.987123       22.954081       21.966560       21.025682       20.129589       19.280788       18.475100       17.704224       16.965590       16.262377       15.592968       14.956976       14.347758       13.768041       13.215606       12.685685       12.180503       11.699112       11.239498       10.800952       10.382379       9.9830179       9.6020021       9.2387428       8.8918037       8.5604963       8.2442303       7.9406681       7.6503243       7.3722486       7.1059804       6.8511872       6.6069517       6.3730459       6.1490479       5.9343500       5.7285814       5.5302639       5.3396268       5.1566539       4.9812689       4.8130436       4.6515765       4.4963503       4.3469248       4.2030239       4.0645823       3.9309990       3.8025863       3.6787241       3.5594823       3.4448395       3.3342478       3.2271781       3.1239994       3.0246773       2.9290659       2.8369911       2.7480969       2.6618950       2.5786827       2.4983490       2.4208741       2.3460150       2.2738082       2.2040124       2.1367555       2.0716670       2.0086868       1.9477304       1.8886964       1.8317029       1.7765445       1.7232400       1.6716634       1.6217283       1.5734577       1.5268165       1.4813954       1.4374311       1.3949708       1.3539445       1.3142345       1.2758250       1.2387203       1.2026854       1.1677769       1.1338980       1.1010346       1.0691166       1.0382003       1.0082310      0.97915381      0.95099247      0.92370188      0.89725548      0.87155968      0.84659785      0.82231301      0.79876339      0.77592224      0.75370115      0.73215336      0.71120530      0.69083309      0.67106277      0.65182322      0.63310117      0.61494869      0.59731597      0.58017099      0.56352746      0.54732347      0.53154749      0.51618600      0.50125527      0.48678255      0.47272307      0.45902124      0.44571075      0.43277097      0.42022395      0.40798113      0.39608538      0.38449726      0.37316945      0.36213961      0.35144970      0.34105244      0.33092833      0.32110998      0.31154019      0.30219683      0.29311281      0.28426471      0.27564102      0.26722437      0.25902888      0.25105330      0.24328487      0.23572132      0.22836357      0.22120343      0.21422547      0.20742457      0.20081069      0.19436416      0.18810970      0.18197797      0.17599238      0.17017697      0.16452208      0.15900466      0.15362366      0.14838600      0.14326634      0.13828048      0.13342859      0.12868744      0.12408669      0.11960104      0.11523148      0.11097927      0.10684031      0.10279714      9.88332480E-02  9.49823782E-02  9.12363455E-02  8.75883251E-02  8.40299651E-02  8.05686489E-02
  1.79211551E-03   113.38408       107.35936       101.71104       96.418190       91.460205       86.812622       82.432434       78.239822       74.249611       70.510178       67.001289       63.701283       60.601196       57.686104       54.932465       52.331120       49.861008       47.493256       45.259300       43.156384       41.175900       39.309471       37.544544       35.866653       34.272739       32.755165       31.312174       29.945807       28.650162       27.415604       26.244528       25.131063       24.065233       23.048733       22.079653       21.161051       20.288326       19.452471       18.650743       17.886774       17.159088       16.467209       15.803884       15.172278       14.570056       13.991876       13.440328       12.914478       12.412116       11.932520       11.474478       11.037277       10.619941       10.221863       9.8414946       9.4780903       9.1310301       8.7977419       8.4788532       8.1732540       7.8805213       7.6003003       7.3315568       7.0740948       6.8274579       6.5909467       6.3642001       6.1455650       5.9352880       5.7334204       5.5398479       5.3541336       5.1757808       5.0042987       4.8391509       4.6800647       4.5269542       4.3791599       4.2370558       4.0999241       3.9678919       3.8409007       3.7183654       3.5996881       3.4852920       3.3751431       3.2690849       3.1669269       3.0682671       2.9725573       2.8801427       2.7909107       2.7048295       2.6216390       2.5413702       2.4637644       2.3889718       2.3165667       2.2464914       2.1786535       2.1129382       2.0494819       1.9880579       1.9286844       1.8712257       1.8155787       1.7617780       1.7097874       1.6591433       1.6101161       1.5627590       1.5169913       1.4726883       1.4298253       1.3884110       1.3481859       1.3092153       1.2713823       1.2346766       1.1990212       1.1644801       1.1309935       1.0984952       1.0670186       1.0365089       1.0069389      0.97820503      0.95028788      0.92311996      0.89677393      0.87121618      0.84634972      0.82223088      0.79878348      0.77597338      0.75383770      0.73229331      0.71132326      0.69098854      0.67123377      0.65202439      0.63337374      0.61521339      0.59753042      0.58030987      0.56357014      0.54734206      0.53157669      0.51620924      0.50127840      0.48676330      0.47268724      0.45895073      0.44560310      0.43259755      0.41988176      0.40750119      0.39550048      0.38382655      0.37245926      0.36143336      0.35068569      0.34019116      0.32998785      0.32004735      0.31035787      0.30090067      0.29169092      0.28272736      0.27399594      0.26549426      0.25722244      0.24917305      0.24132706      0.23367913      0.22624177      0.21899132      0.21195674      0.20505959      0.19832616      0.19178347      0.18542019      0.17921194      0.17315660      0.16726236      0.16149975      0.15588741      0.15042533      0.14508787      0.13990784      0.13485754      0.12993671      0.12514831      0.12048689      0.11593300      0.11146799      0.10712998      0.10290983      9.87998396E-02  9.47905779E-02  9.08902064E-02
